age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
31,1,373432,5,5,1,2,3,1,2,0,0,43,1,1
26,1,57600,14,13,1,6,3,1,2,0,0,40,1,1
53,2,302847,9,9,1,4,3,1,2,0,0,35,1,1
23,1,227594,9,9,3,9,4,1,1,0,0,30,1,1
32,4,44777,9,9,4,8,4,5,2,0,0,46,1,1
54,9,133963,9,9,5,15,2,1,1,0,0,40,1,1
36,1,279615,14,13,2,4,2,1,1,0,0,40,1,1
22,1,276133,9,9,3,10,4,1,2,0,0,50,1,1
62,1,136314,13,10,1,9,1,1,1,0,0,40,1,1
41,1,204410,9,9,1,2,3,1,2,0,1485,44,1,0
59,3,223215,14,13,1,5,3,1,2,0,1977,50,1,0
43,1,184625,9,9,1,9,1,1,1,0,0,40,1,0
34,3,265917,9,9,1,5,3,1,2,0,0,40,1,0
27,1,158647,13,10,3,9,4,1,1,0,0,40,1,1
35,1,22055,13,10,1,6,3,3,2,0,0,60,1,1
41,5,176716,9,9,1,11,3,1,2,0,0,60,1,1
42,1,270721,14,13,3,6,4,1,2,0,0,32,1,1
24,1,100321,13,10,2,2,4,1,2,0,0,48,1,1
35,1,79050,9,9,3,11,6,5,2,0,0,72,1,1
40,5,42703,13,10,1,9,1,1,1,0,0,40,1,0
46,1,116952,4,4,1,6,1,1,1,0,0,45,1,1
45,1,331643,13,10,1,2,3,1,2,0,0,40,1,0
33,1,207937,9,9,3,2,4,1,2,0,1092,40,1,1
68,1,223486,9,9,5,3,6,1,1,0,0,7,3,1
33,1,340332,14,13,4,5,4,5,1,0,0,45,1,1
23,1,184813,13,10,1,3,3,1,2,0,0,20,1,1
42,2,32185,14,13,1,10,3,1,2,0,0,60,1,0
30,1,197886,13,10,3,4,4,1,2,0,0,45,1,0
35,6,248374,13,10,2,9,6,5,1,0,0,40,1,1
40,1,382499,9,9,2,9,6,1,1,0,0,50,1,1
36,6,108320,15,14,2,6,6,1,2,5455,0,30,1,1
46,3,161386,5,5,1,9,1,1,1,0,0,50,1,1
49,5,110172,9,9,1,11,3,1,2,0,0,40,1,1
41,1,144032,9,9,1,5,3,1,2,0,0,60,1,1
26,1,224426,15,14,3,5,2,1,2,0,0,38,1,1
37,1,230408,9,9,2,3,4,5,1,0,0,20,1,1
50,5,20795,13,10,1,13,3,1,2,0,0,40,1,0
20,1,174714,13,10,3,3,2,1,2,0,0,20,1,1
59,6,398626,16,16,2,6,6,1,2,25236,0,45,1,0
30,1,149531,13,10,1,4,3,1,2,0,0,40,1,1
23,1,34113,9,9,1,2,3,1,2,0,0,45,1,1
44,5,323790,14,13,1,13,3,1,2,0,0,40,1,0
28,1,331381,14,13,3,9,4,1,2,0,0,40,1,1
48,1,160647,13,10,3,5,4,1,1,0,0,40,23,0
34,1,339142,9,9,4,7,6,1,1,0,0,40,1,1
58,1,164857,14,13,3,6,4,1,2,0,0,99,1,1
33,5,267859,13,10,1,13,3,1,2,0,0,40,1,1
38,1,167725,14,13,6,11,4,4,2,0,0,84,8,1
49,4,586657,14,13,1,5,3,1,2,7298,0,40,1,0
67,2,105907,2,2,5,3,4,5,1,0,0,20,1,1
23,1,200677,6,6,3,8,4,1,1,0,0,40,1,1
42,1,193882,13,10,1,6,3,1,2,0,0,40,1,0
54,1,138026,9,9,1,9,1,1,1,0,0,40,1,1
49,1,122385,15,14,1,5,3,1,2,0,0,40,1,0
35,1,49020,15,14,1,5,3,1,2,0,0,60,1,0
26,1,283715,9,9,3,2,2,1,2,0,0,40,1,1
31,1,286406,9,9,3,5,4,1,2,3325,0,40,1,1
36,1,166416,9,9,1,7,3,1,2,0,0,40,1,1
25,1,156334,6,6,1,8,3,1,2,0,0,40,1,1
35,5,45607,15,14,3,6,4,1,2,0,0,60,1,0
40,5,112362,15,14,1,6,3,1,2,0,0,40,1,1
52,1,200419,11,12,4,6,4,1,1,0,0,50,1,1
42,6,341638,14,13,1,6,3,1,2,0,0,40,1,0
25,9,34161,8,8,4,15,6,1,1,0,0,30,1,1
50,2,127151,15,14,1,6,1,1,1,0,0,40,5,0
52,1,321959,13,10,1,1,3,5,2,0,0,40,1,0
51,5,35211,15,14,1,6,3,3,2,0,0,40,1,1
19,1,214935,13,10,3,7,2,1,2,0,0,40,1,1
43,1,132130,12,11,1,10,3,1,2,0,0,40,1,0
57,1,222247,8,8,1,11,3,1,2,0,0,40,1,0
35,1,165799,9,9,2,5,4,1,2,0,0,60,1,1
30,1,257874,14,13,3,4,4,1,1,0,0,30,1,1
38,1,357173,9,9,1,2,3,1,2,0,0,40,1,1
45,6,305739,13,10,2,9,4,1,1,0,0,40,1,1
23,1,172047,9,9,3,7,2,1,2,0,0,40,1,1
22,1,110677,13,10,4,3,2,1,1,0,0,40,1,1
21,9,405684,9,9,3,15,5,1,2,0,0,35,21,1
60,1,82388,13,10,1,13,3,1,2,0,0,38,1,1
45,1,289230,14,13,2,6,6,1,1,0,0,48,1,0
26,1,101812,9,9,3,8,6,1,2,5721,0,40,1,1
49,6,336509,6,6,1,3,3,1,2,0,0,40,1,1
29,1,383402,13,10,2,3,4,1,1,0,0,35,1,1
47,1,328216,13,10,1,1,3,1,2,7298,0,40,1,0
40,1,280362,9,9,1,11,3,1,2,0,0,35,1,1
34,1,212064,9,9,4,9,6,1,1,7443,0,35,1,1
42,1,173704,15,14,1,6,3,1,2,0,0,40,1,1
33,1,433375,2,2,1,2,3,1,2,0,0,35,21,1
63,2,106551,9,9,1,2,3,1,2,0,0,40,1,1
53,1,22418,9,9,1,2,3,1,2,0,0,40,1,1
38,1,54816,12,11,1,2,3,1,2,0,0,40,1,0
44,1,358199,13,10,1,4,3,1,2,0,0,45,1,0
43,1,190044,6,6,1,11,3,1,2,0,0,40,1,1
26,1,97698,15,14,3,5,4,1,2,0,0,32,1,1
56,1,53366,9,9,1,11,3,1,2,0,0,40,1,1
39,1,236136,12,11,2,9,6,5,1,0,0,40,1,1
44,1,326232,4,4,2,7,4,1,2,0,0,48,1,1
34,1,581071,9,9,4,9,4,1,2,0,0,48,1,0
40,1,220589,11,12,3,9,4,1,1,0,0,40,1,1
38,4,161463,13,10,1,3,3,5,2,0,0,40,1,1
44,1,95255,13,10,2,9,6,1,1,0,0,40,1,1
34,4,223267,13,10,2,13,2,1,2,0,0,72,1,1
22,1,236769,14,13,3,6,4,1,2,0,0,20,3,1
58,3,229498,13,10,5,4,4,1,1,0,0,20,1,0
43,1,177083,13,10,2,1,6,1,1,0,0,30,1,1
23,1,287681,9,9,3,2,2,1,2,0,0,40,30,1
41,1,49797,13,10,4,5,4,5,1,0,0,40,1,1
44,1,174051,13,10,3,3,4,1,2,0,0,35,1,1
32,1,194901,9,9,1,9,3,1,2,0,0,40,1,1
38,5,252250,11,12,1,13,3,1,2,0,0,56,1,0
47,1,191277,13,10,1,4,3,1,2,0,0,50,1,0
24,1,174907,9,9,3,3,2,1,1,0,0,30,1,1
39,1,167140,15,14,1,5,3,1,2,0,0,40,1,1
32,1,236543,8,8,2,13,2,1,2,0,0,54,21,1
40,1,214242,9,9,1,8,3,1,2,0,0,50,1,1
34,1,216864,9,9,2,3,6,1,1,0,3770,45,1,1
34,1,245211,9,9,3,2,6,1,2,2036,0,30,1,1
57,1,437727,15,14,1,6,3,1,2,0,1977,45,1,0
71,1,200418,3,3,1,11,3,1,2,0,0,40,1,1
45,5,167334,15,14,3,6,4,1,2,0,0,50,1,0
54,1,146834,9,9,2,11,4,1,2,0,0,45,1,1
26,1,78424,12,11,3,4,6,1,1,0,0,54,1,1
37,1,182675,13,10,1,5,1,1,1,0,0,45,1,0
28,2,38079,13,10,1,10,3,1,2,0,0,55,1,1
42,1,115178,14,13,2,6,6,1,1,0,0,15,1,1
45,1,195949,9,9,1,2,3,1,2,0,0,40,1,1
37,1,167415,9,9,1,4,3,1,2,0,0,50,1,1
57,1,223214,9,9,1,4,3,1,2,0,0,50,1,1
39,1,22245,14,13,1,6,4,1,2,0,0,60,1,1
45,6,81853,13,10,1,9,1,2,1,0,0,40,1,0
30,1,147921,12,11,2,9,4,1,1,0,0,46,1,1
27,1,29261,9,9,7,2,3,1,2,0,0,40,1,0
44,1,257758,16,16,1,6,3,1,2,0,0,40,1,0
44,6,136546,16,16,1,6,3,1,2,0,1902,40,1,0
38,1,205493,9,9,1,5,1,1,1,0,0,60,1,0
19,1,71650,9,9,3,10,2,1,2,0,0,40,1,1
39,1,150217,13,10,2,4,4,1,1,0,0,38,1,1
55,3,258648,6,6,5,11,4,1,2,0,0,40,1,1
17,1,114798,6,6,3,3,2,1,1,0,0,20,1,1
43,1,186188,13,10,2,9,6,1,1,0,0,40,1,1
36,5,175255,9,9,1,3,1,1,1,0,0,35,1,1
45,1,249935,14,13,1,10,3,1,2,0,0,60,1,1
44,1,120277,15,14,1,5,3,1,2,0,0,38,1,0
26,1,193165,13,10,1,11,3,1,2,0,0,52,1,0
32,1,185027,11,12,1,2,3,1,2,0,1887,40,23,0
21,1,221418,9,9,3,3,2,1,1,0,0,40,1,1
43,4,56063,14,13,1,4,3,1,2,0,0,60,1,1
34,1,153927,9,9,1,2,3,1,2,0,0,40,1,1
33,6,163110,14,13,3,6,4,1,2,0,0,20,1,1
40,3,175696,9,9,3,4,4,1,2,0,0,51,1,1
46,1,143189,3,3,3,8,2,1,1,0,0,40,25,1
20,9,114969,9,9,3,15,2,1,2,0,0,40,1,1
54,6,32778,9,9,5,5,4,1,1,0,0,40,1,1
23,1,150683,13,10,3,5,2,1,2,0,0,40,1,1
58,3,78104,9,9,1,5,3,1,2,0,0,45,1,1
25,1,335005,13,10,1,13,3,1,2,3137,0,40,1,1
50,5,311551,15,14,1,6,3,1,2,7688,0,50,1,0
42,2,201520,9,9,1,2,3,1,2,0,0,45,1,1
25,1,124111,9,9,3,3,4,1,1,0,0,38,1,1
60,1,166386,7,7,1,8,1,2,1,0,0,30,40,1
43,6,117471,9,9,3,9,4,1,1,0,0,40,1,1
25,1,361307,14,13,3,4,2,1,1,0,0,40,1,1
31,1,142038,9,9,1,2,1,1,1,0,0,45,1,1
35,1,276552,9,9,2,2,4,1,2,0,0,40,1,1
48,1,50402,13,10,2,8,6,1,2,0,0,40,1,1
43,2,174090,9,9,1,9,1,1,1,0,0,20,1,0
27,1,277760,9,9,2,5,6,1,1,0,0,40,1,1
24,1,24243,9,9,3,2,4,1,2,0,1590,40,1,1
44,3,151089,9,9,1,5,3,1,2,0,1887,70,1,0
52,2,165278,9,9,1,11,3,1,2,0,0,22,1,1
49,1,182752,13,10,1,9,1,1,1,0,0,40,1,0
31,1,173002,9,9,3,9,2,1,1,0,0,40,1,1
59,1,261232,7,7,2,10,4,1,2,0,0,40,1,1
27,1,164607,14,13,1,3,3,1,2,0,0,40,1,1
38,2,129573,15,14,3,6,4,1,2,0,0,40,1,0
51,4,36186,14,13,1,6,3,1,2,0,0,40,1,0
24,1,325744,9,9,3,2,4,1,2,0,0,40,1,1
58,3,329793,14,13,1,5,3,1,2,0,0,45,1,0
46,1,133616,13,10,2,9,6,1,1,0,0,40,1,1
55,1,83401,3,3,5,8,6,1,1,0,0,40,1,1
76,1,239880,9,9,2,9,4,1,1,0,0,8,1,1
25,1,201737,13,10,2,9,6,1,1,0,0,40,1,1
51,1,192182,13,10,1,8,3,1,2,7298,0,40,1,0
33,1,143540,9,9,1,2,3,1,2,0,0,40,1,1
46,1,28334,9,9,1,11,3,1,2,0,0,40,1,1
51,1,245873,13,10,1,9,1,1,1,0,0,40,1,1
42,5,199095,12,11,5,6,6,5,1,0,0,40,1,1
53,1,104461,14,13,3,3,4,1,2,8614,0,50,17,0
33,5,183923,15,14,1,6,1,1,1,7688,0,35,1,0
30,1,129707,14,13,1,6,3,1,2,99999,0,35,1,0
41,5,575442,13,10,2,2,4,1,2,0,0,40,1,1
42,6,184682,11,12,2,3,4,1,1,0,0,40,1,1
34,1,69251,9,9,1,11,3,2,2,0,0,40,1,0
31,1,225507,12,11,3,3,6,1,1,0,0,40,1,1
46,1,167515,13,10,1,6,3,1,2,0,1977,50,1,0
35,1,407068,2,2,6,3,4,1,2,0,0,40,32,1
40,1,170019,9,9,3,3,4,1,2,0,0,40,42,1
46,5,125892,13,10,1,13,3,1,2,0,0,40,1,0
43,5,35824,15,14,1,6,1,1,1,0,0,40,1,0
35,1,67083,9,9,1,3,3,2,2,0,0,40,12,1
23,1,107801,14,13,3,9,2,1,1,0,0,20,1,1
50,2,95577,9,9,1,3,1,1,1,0,0,12,42,1
43,1,118536,9,9,2,8,5,5,2,0,0,40,1,1
61,1,198078,9,9,1,11,3,1,2,0,0,40,1,0
29,1,78261,10,15,3,6,2,1,2,0,0,50,1,1
21,1,234108,9,9,3,4,4,1,2,0,0,40,1,1
36,5,241998,14,13,1,6,3,1,2,0,1672,50,1,1
40,1,92717,9,9,3,3,6,5,1,0,0,40,1,1
23,1,257683,14,13,3,6,2,1,2,0,0,40,1,1
90,1,40388,14,13,3,5,4,1,2,0,0,55,1,1
24,1,55424,14,13,3,5,2,1,2,0,0,40,1,1
20,1,169600,13,10,3,6,2,1,1,2176,0,12,1,1
40,5,319271,15,14,1,5,3,1,2,0,0,60,1,0
37,2,75050,12,11,1,2,3,1,2,0,0,55,1,1
31,1,182896,9,9,3,2,4,1,1,0,0,40,1,1
22,1,188274,9,9,3,11,2,1,2,0,0,40,1,1
25,1,211497,13,10,1,5,3,1,2,0,0,40,1,1
46,1,113806,8,8,1,2,3,1,2,7298,0,40,42,0
47,5,172246,15,14,1,6,3,1,2,0,0,60,1,0
48,5,219962,12,11,1,2,3,1,2,0,0,40,1,1
36,9,186815,15,14,1,15,3,1,2,0,0,50,1,1
26,9,132749,14,13,3,15,4,1,1,0,0,80,1,1
28,1,209801,5,5,1,8,1,1,1,0,0,40,1,1
20,6,178517,13,10,3,10,4,1,2,0,0,40,1,1
51,1,169364,13,10,2,7,4,1,1,0,0,40,23,1
32,4,164707,9,9,1,9,1,1,1,0,0,40,1,0
55,1,144084,6,6,1,3,3,1,2,0,0,40,1,1
41,5,133692,14,13,2,13,6,1,1,0,0,40,1,1
46,1,184169,15,14,1,6,1,1,1,7688,0,35,1,0
45,3,145290,9,9,1,3,3,1,2,0,0,40,1,0
65,5,24824,9,9,1,2,3,1,2,0,0,40,1,1
45,1,178319,16,16,1,6,3,1,2,7688,0,50,1,0
22,1,235829,13,10,3,9,2,1,1,0,0,40,1,1
22,9,196280,13,10,3,15,2,1,1,0,0,20,1,1
42,2,54202,10,15,1,6,3,1,2,0,0,50,1,0
37,1,220237,14,13,1,5,3,1,2,5178,0,40,1,0
24,1,59146,14,13,1,5,1,1,1,0,0,40,1,1
67,1,64148,13,10,2,3,6,5,1,0,0,41,1,1
28,1,196621,9,9,6,1,4,1,1,0,0,37,1,1
56,1,195668,6,6,1,3,3,1,2,0,0,35,13,0
31,6,263000,12,11,1,13,3,1,2,0,0,38,1,1
33,1,554986,13,10,4,5,6,1,1,0,0,40,1,1
52,9,108211,4,4,1,15,3,1,2,0,0,40,1,1
45,1,217654,13,10,1,7,3,1,2,0,0,40,6,0
53,1,139671,14,13,1,6,3,1,2,0,1902,40,1,0
47,1,102771,4,4,1,7,3,1,2,0,0,40,22,1
40,1,213019,9,9,2,4,6,1,1,0,0,30,1,1
35,1,228493,13,10,3,4,2,1,2,0,0,48,1,1
65,2,22907,4,4,1,10,3,1,2,0,0,40,1,1
42,1,24364,13,10,1,3,1,5,1,0,0,30,1,1
23,4,41432,14,13,3,6,4,1,1,0,0,15,1,1
39,1,235259,13,10,2,9,4,1,1,0,0,40,1,1
39,1,343476,9,9,1,2,3,1,2,0,0,30,1,1
37,1,326886,9,9,1,11,3,1,2,0,0,40,1,1
25,1,248313,12,11,3,9,4,1,1,0,0,40,1,1
31,2,30290,9,9,3,3,6,1,1,0,0,40,1,1
39,1,188540,9,9,2,5,4,1,2,0,0,45,1,1
39,1,237943,14,13,1,4,3,1,2,0,0,30,1,0
25,1,198870,14,13,3,9,2,5,2,0,0,35,1,1
30,1,233980,7,7,1,11,3,1,2,0,0,40,1,1
37,1,171090,5,5,1,8,1,5,1,0,0,48,1,1
22,1,353039,9,9,3,2,6,1,1,0,0,36,21,1
46,4,213140,15,14,1,5,3,1,2,0,1977,40,1,0
54,1,188136,14,13,2,4,4,1,1,0,1408,38,1,1
33,1,130057,11,12,3,2,4,1,2,0,0,45,1,1
70,6,345339,14,13,3,5,4,1,2,0,0,40,1,1
36,1,182074,13,10,2,9,4,1,2,0,0,45,1,1
53,5,176557,15,14,2,6,6,1,1,0,0,50,1,1
55,6,71630,9,9,2,9,4,1,1,0,1617,40,1,1
17,1,159849,7,7,3,13,2,1,1,0,0,30,1,1
36,1,183425,13,10,2,7,4,1,2,0,0,40,1,1
36,2,125933,10,15,3,6,4,1,2,0,0,55,1,0
40,5,180123,9,9,6,10,2,5,2,0,0,40,1,1
36,1,592930,9,9,1,11,3,5,2,0,0,50,1,0
28,1,183802,9,9,1,11,3,1,2,0,0,55,1,1
39,1,77005,15,14,1,6,3,1,2,99999,0,40,1,0
49,1,80914,3,3,3,8,4,1,2,0,0,45,1,1
63,3,165667,9,9,1,5,3,1,2,0,0,40,1,1
61,1,123991,13,10,1,7,3,1,2,0,0,20,1,1
48,3,181307,9,9,1,2,3,1,2,0,0,60,1,0
55,1,124137,9,9,6,8,4,1,2,0,0,40,18,1
18,9,137363,13,10,3,15,2,1,1,0,0,4,1,1
20,1,291979,9,9,1,4,5,1,2,0,0,20,1,1
49,1,91251,9,9,1,3,3,2,2,0,0,40,12,1
27,4,148153,9,9,1,7,3,2,2,0,0,40,1,1
37,1,131463,6,6,2,3,6,1,1,0,0,33,1,1
32,6,127651,9,9,1,13,3,1,2,0,0,40,1,1
33,3,239018,16,16,1,6,3,1,2,0,0,60,1,1
47,1,276087,12,11,1,3,3,1,2,0,0,26,1,1
34,1,386877,9,9,1,8,3,5,2,0,0,40,1,1
61,1,210464,9,9,2,9,5,5,1,0,0,35,1,1
25,1,632834,9,9,3,2,2,5,2,0,0,40,1,1
26,1,245465,11,12,3,4,2,1,2,0,0,30,1,1
18,1,198087,9,9,3,4,2,1,1,0,0,30,1,1
35,1,27408,9,9,1,4,3,1,2,0,0,50,1,1
36,1,242713,9,9,2,9,6,5,1,0,0,40,42,1
56,1,314727,9,9,1,2,3,1,2,0,0,35,1,0
40,6,269733,12,11,3,2,4,1,2,0,0,40,1,1
24,1,177287,8,8,3,3,2,1,1,0,0,38,1,1
66,1,167711,9,9,5,4,4,1,1,0,0,40,1,0
42,1,112181,9,9,1,8,1,1,1,0,0,40,1,1
28,1,339002,9,9,3,11,2,1,2,0,0,20,1,1
39,6,24721,13,10,2,9,6,1,1,0,0,35,1,1
65,2,37092,12,11,1,10,3,1,2,0,0,25,1,1
20,1,216563,13,10,3,3,2,1,1,0,0,20,1,1
52,1,204447,9,9,1,8,3,1,2,4386,0,40,1,0
24,9,151153,13,10,3,15,4,2,2,99999,0,50,11,0
39,1,187089,13,10,2,4,4,1,1,0,0,40,1,1
18,1,423052,9,9,3,8,4,1,1,0,0,30,1,1
49,1,169180,4,4,1,8,1,1,1,0,0,40,40,1
21,1,104981,13,10,3,6,2,1,2,0,0,48,1,1
35,9,120074,9,9,1,15,3,1,2,0,0,30,1,1
38,1,269323,9,9,1,9,3,1,2,0,0,40,1,0
55,1,141549,9,9,1,2,3,1,2,0,0,40,1,1
27,1,214858,6,6,1,2,5,1,2,0,0,55,1,1
34,1,173524,9,9,4,9,6,1,1,0,0,40,1,1
54,5,365049,13,10,3,6,4,1,1,0,0,40,21,1
38,1,60355,9,9,3,9,6,1,1,0,0,40,1,1
32,1,86808,9,9,2,9,5,1,1,0,0,40,1,1
33,6,174171,13,10,4,1,4,1,2,0,0,12,1,1
32,4,504951,11,12,1,13,3,1,2,0,0,50,1,1
34,1,294064,15,14,1,5,3,1,2,0,0,50,24,1
46,1,120131,14,13,1,3,3,1,2,0,0,30,1,0
48,1,199058,15,14,1,5,3,1,2,0,0,40,1,0
23,1,152328,13,10,3,5,2,1,2,0,0,40,1,1
48,4,88564,4,4,6,7,6,1,2,0,0,40,1,1
67,1,95113,9,9,1,5,3,1,2,0,0,37,1,0
36,1,247558,10,15,1,6,3,1,2,5178,0,60,42,0
25,1,178421,14,13,3,3,4,1,1,0,0,20,1,1
43,1,484861,13,10,1,2,3,1,2,4064,0,38,1,1
27,5,225291,11,12,3,6,4,1,1,0,0,40,1,1
56,1,205735,2,2,4,8,6,1,2,0,0,40,1,1
54,2,58898,13,10,1,2,3,1,2,0,1579,48,1,1
39,1,355468,9,9,1,4,3,1,2,0,1887,46,1,0
60,2,184362,9,9,1,4,1,1,1,0,0,25,1,1
27,1,347513,13,10,3,9,4,1,1,0,0,40,1,1
21,1,138768,13,10,3,4,2,1,2,0,0,40,1,1
24,1,29810,13,10,3,6,2,1,1,0,0,40,1,1
31,1,126501,13,10,1,2,3,1,2,0,0,40,1,1
22,1,60783,6,6,3,2,2,1,2,0,0,15,1,1
26,1,179772,14,13,3,5,4,1,1,0,0,45,1,1
45,3,281911,9,9,1,2,3,1,2,0,0,48,1,1
33,1,70447,9,9,3,11,5,2,2,0,0,40,1,1
55,9,449576,3,3,1,15,3,1,2,0,0,48,21,1
29,1,327964,5,5,2,8,6,5,1,0,0,40,1,1
72,1,496538,9,9,5,9,4,1,1,6360,0,40,1,1
35,2,153066,9,9,1,2,3,1,2,0,0,60,1,0
53,6,77651,9,9,1,2,3,1,2,0,0,40,1,1
40,1,119493,13,10,3,5,2,1,1,0,0,40,1,1
20,1,256240,9,9,3,3,2,1,2,0,0,30,1,1
69,1,177374,9,9,5,9,6,1,1,1848,0,12,1,1
41,5,37848,9,9,3,3,6,1,1,0,0,25,1,1
45,1,129336,15,14,1,9,3,1,2,0,0,45,1,0
27,1,183511,9,9,1,7,3,1,2,0,0,40,1,1
46,3,120131,10,15,1,6,3,1,2,99999,0,60,1,0
55,1,190508,13,10,1,11,3,5,2,0,0,35,1,1
31,1,363130,13,10,1,5,3,5,2,0,0,40,1,0
45,1,240356,13,10,2,4,4,1,1,0,0,55,1,1
64,1,133166,9,9,1,5,3,1,2,0,0,5,1,1
38,1,32916,13,10,1,5,3,1,2,0,0,45,1,1
17,1,117477,6,6,3,3,2,1,2,0,0,40,1,1
33,1,34748,9,9,1,9,1,1,1,0,1887,20,1,0
22,1,459463,8,8,6,3,6,5,1,0,0,50,1,1
23,1,95989,13,10,3,3,2,1,1,0,0,30,1,1
25,1,118088,9,9,3,2,6,1,2,0,0,40,1,1
33,1,150570,14,13,1,6,3,1,2,3103,0,43,1,0
31,9,505438,9,9,1,15,3,1,2,0,0,30,21,1
37,1,179731,9,9,3,3,6,1,1,0,0,35,1,1
53,1,122109,9,9,4,9,6,1,1,0,1876,38,1,1
28,5,163942,13,10,3,13,2,1,2,0,0,40,1,1
33,1,106670,14,13,1,6,1,1,1,0,0,40,1,0
41,1,123403,9,9,1,9,3,1,2,0,0,40,1,1
61,3,119986,14,13,1,4,3,1,2,0,0,50,1,1
25,1,66622,13,10,3,3,2,1,1,0,0,25,1,1
20,9,40060,13,10,3,15,2,1,2,0,0,56,1,1
35,1,260578,9,9,2,5,6,1,1,0,0,40,1,0
64,5,96076,12,11,1,5,3,1,2,0,0,40,1,0
28,1,70604,9,9,1,7,3,1,2,0,0,38,1,1
39,2,230329,13,10,3,6,4,1,2,0,1564,12,1,0
53,1,49715,9,9,2,11,6,1,2,0,0,40,1,1
28,1,116531,9,9,3,9,4,1,1,0,0,40,1,1
38,4,214542,13,10,2,7,6,5,1,0,0,40,1,1
25,5,335005,14,13,3,6,4,1,2,0,0,35,17,1
19,1,258633,13,10,3,3,4,1,1,0,0,30,1,1
20,1,203240,11,12,3,9,4,1,1,0,0,30,1,1
27,1,104457,14,13,3,8,4,2,2,0,0,40,42,1
55,5,99131,9,9,1,6,5,1,1,0,2246,40,1,0
52,6,125796,15,14,1,6,1,5,1,0,1848,40,1,0
21,9,479482,13,10,3,15,2,1,1,0,0,40,1,1
30,1,167790,9,9,3,9,2,1,1,0,0,40,1,1
47,1,133758,9,9,2,5,4,1,1,0,1974,40,1,1
22,1,106843,6,6,3,2,5,1,2,0,0,30,1,1
24,1,117959,9,9,1,7,3,1,2,4386,0,40,1,0
26,1,174921,14,13,3,4,4,1,1,0,0,40,1,1
27,1,134152,9,9,1,8,3,1,2,0,0,45,1,1
57,1,99364,5,5,1,8,3,1,2,0,0,40,4,1
18,5,155905,15,14,3,6,2,1,1,0,0,60,1,1
30,1,467108,14,13,3,6,4,1,2,0,0,45,1,1
34,2,304622,14,13,2,6,6,1,1,0,0,50,1,1
40,1,198692,13,10,1,9,3,1,2,5178,0,60,1,0
60,1,178050,9,9,2,3,6,5,1,0,0,38,1,1
25,1,162687,8,8,1,2,3,1,2,0,0,40,1,0
39,1,113151,14,13,1,4,3,1,2,0,0,55,1,1
48,1,158924,9,9,1,9,1,1,1,0,0,40,1,0
27,2,141795,13,10,1,5,3,1,2,0,0,30,1,1
33,2,33404,9,9,2,2,4,1,2,0,0,65,1,0
65,3,178771,9,9,1,5,3,1,2,0,0,40,1,1
52,1,168553,9,9,1,2,3,1,2,0,1977,40,1,0
27,1,110648,14,13,3,1,2,1,2,0,0,40,1,1
32,1,151053,13,10,3,2,6,1,2,0,0,40,1,1
45,2,142871,13,10,4,4,6,1,2,0,0,50,1,1
18,9,343161,7,7,3,15,2,1,2,0,0,16,1,1
27,1,183523,14,13,3,5,4,1,2,0,0,45,1,1
57,2,222216,13,10,1,5,1,1,1,0,0,60,1,1
44,1,121874,13,10,2,4,6,1,2,0,0,55,1,0
30,1,467108,15,14,1,6,3,1,2,0,0,44,1,0
26,1,34393,13,10,2,9,4,1,1,0,0,40,1,1
28,4,42003,13,10,1,9,3,1,2,0,0,40,1,0
61,1,180418,9,9,1,11,3,1,2,0,0,40,1,0
49,2,199590,9,9,1,2,3,1,2,0,0,50,21,1
33,1,144949,15,14,1,6,3,1,2,15024,0,40,1,0
50,1,155594,11,12,1,8,3,1,2,0,0,50,1,0
53,2,162576,4,4,1,1,3,1,2,0,0,99,1,1
33,1,232475,9,9,1,2,3,1,2,0,0,40,1,0
22,1,269474,13,10,3,9,2,1,2,0,0,10,1,1
45,5,140644,14,13,2,13,4,1,2,0,0,40,1,0
26,9,39640,13,10,3,15,4,1,2,0,0,60,1,1
50,9,346014,4,4,4,15,2,1,1,0,0,20,1,1
47,2,159726,9,9,1,2,3,1,2,0,0,40,1,0
52,4,290856,14,13,1,6,3,1,2,0,0,40,1,0
57,1,217886,9,9,5,9,4,1,1,0,0,36,1,1
21,9,199915,13,10,3,15,2,1,1,0,0,35,1,1
58,1,106546,9,9,2,9,6,1,1,2174,0,40,1,1
50,5,220640,15,14,2,6,4,3,1,0,0,50,1,0
33,4,88913,13,10,3,9,2,2,1,0,0,40,1,1
34,2,288486,7,7,1,2,3,1,2,0,0,40,1,1
20,1,227411,13,10,3,3,2,1,1,0,0,20,1,1
37,5,99935,15,14,1,13,3,1,2,7688,0,50,1,0
57,1,201112,11,12,2,9,4,5,1,0,0,40,1,1
57,2,123778,9,9,1,4,3,1,2,0,0,48,1,1
21,1,204596,11,12,3,9,2,1,1,0,0,8,1,1
40,1,190290,13,10,2,4,4,1,2,0,0,40,1,1
23,1,196674,13,10,4,2,4,1,2,0,0,40,1,1
54,1,108435,9,9,1,9,3,1,2,0,0,20,1,1
38,1,186359,13,10,1,5,3,1,2,0,0,40,1,0
32,1,137076,13,10,1,5,3,1,2,15024,0,60,1,0
22,6,262819,13,10,3,9,4,1,1,0,0,40,1,1
27,1,171655,9,9,3,9,4,1,1,0,0,42,1,1
